,SCHOOL_YEAR,School District Code,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,Revenues/Expenditures,Description,REV_EXP_VALUE,Dollars per FTE
23748,2017-18,720,Randolph County,0101,Randolph Clay Middle School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
23749,2017-18,720,Randolph County,0101,Randolph Clay Middle School,K-12 Expenditures,School Administration,234803.67,1349.45
23750,2017-18,720,Randolph County,0101,Randolph Clay Middle School,K-12 Expenditures,School food Services,0.0,0.0
23751,2017-18,720,Randolph County,0101,Randolph Clay Middle School,K-12 Expenditures,Transportation,0.0,0.0
23752,2017-18,720,Randolph County,2050,Randolph County Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
23753,2017-18,720,Randolph County,2050,Randolph County Elementary School,K-12 Expenditures,General Administration,0.0,0.0
23754,2017-18,720,Randolph County,2050,Randolph County Elementary School,K-12 Expenditures,Instruction,2182315.03,6182.2
23755,2017-18,720,Randolph County,2050,Randolph County Elementary School,K-12 Expenditures,Instructional Support,12210.01,34.59
23756,2017-18,720,Randolph County,2050,Randolph County Elementary School,K-12 Expenditures,Maintenance and Operations,234004.93,662.9
23757,2017-18,720,Randolph County,2050,Randolph County Elementary School,K-12 Expenditures,Media,75462.97,213.78
23758,2017-18,720,Randolph County,2050,Randolph County Elementary School,K-12 Expenditures,Pupil Services,32471.51,91.99
23759,2017-18,720,Randolph County,2050,Randolph County Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
23760,2017-18,720,Randolph County,2050,Randolph County Elementary School,K-12 Expenditures,School Administration,311598.6,882.72
23761,2017-18,720,Randolph County,2050,Randolph County Elementary School,K-12 Expenditures,School food Services,0.0,0.0
23762,2017-18,720,Randolph County,2050,Randolph County Elementary School,K-12 Expenditures,Transportation,77.07,0.22
23763,2017-18,721,Richmond County,4060,Academy of Richmond County High School,K-12 Expenditures,Debt Services,0.0,0.0
23764,2017-18,721,Richmond County,4060,Academy of Richmond County High School,K-12 Expenditures,General Administration,0.0,0.0
23765,2017-18,721,Richmond County,4060,Academy of Richmond County High School,K-12 Expenditures,Instruction,5597159.87,4352.38
23766,2017-18,721,Richmond County,4060,Academy of Richmond County High School,K-12 Expenditures,Instructional Support,0.0,0.0
23767,2017-18,721,Richmond County,4060,Academy of Richmond County High School,K-12 Expenditures,Maintenance and Operations,306394.87,238.25
23768,2017-18,721,Richmond County,4060,Academy of Richmond County High School,K-12 Expenditures,Media,115217.1,89.59
23769,2017-18,721,Richmond County,4060,Academy of Richmond County High School,K-12 Expenditures,Pupil Services,34909.33,27.15
23770,2017-18,721,Richmond County,4060,Academy of Richmond County High School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
23771,2017-18,721,Richmond County,4060,Academy of Richmond County High School,K-12 Expenditures,School Administration,855773.88,665.45
23772,2017-18,721,Richmond County,4060,Academy of Richmond County High School,K-12 Expenditures,School food Services,0.0,0.0
23773,2017-18,721,Richmond County,4060,Academy of Richmond County High School,K-12 Expenditures,Transportation,0.0,0.0
23774,2017-18,721,Richmond County,ALL,All Column Values,K-12 Expenditures,Debt Services,0.0,0.0
23775,2017-18,721,Richmond County,ALL,All Column Values,K-12 Expenditures,General Administration,5740815.54,193.37
23776,2017-18,721,Richmond County,ALL,All Column Values,K-12 Expenditures,Instruction,162667284.84,5479.23
23777,2017-18,721,Richmond County,ALL,All Column Values,K-12 Expenditures,Instructional Support,9445118.92,318.15
23778,2017-18,721,Richmond County,ALL,All Column Values,K-12 Expenditures,Maintenance and Operations,27644827.82,931.18
23779,2017-18,721,Richmond County,ALL,All Column Values,K-12 Expenditures,Media,5006843.7,168.65
23780,2017-18,721,Richmond County,ALL,All Column Values,K-12 Expenditures,Pupil Services,6797722.65,228.97
23781,2017-18,721,Richmond County,ALL,All Column Values,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
23782,2017-18,721,Richmond County,ALL,All Column Values,K-12 Expenditures,School Administration,23682927.97,797.73
23783,2017-18,721,Richmond County,ALL,All Column Values,K-12 Expenditures,School food Services,223085.14,7.51
23784,2017-18,721,Richmond County,ALL,All Column Values,K-12 Expenditures,Transportation,13363662.12,450.14
23785,2017-18,721,Richmond County,ALL,All Column Values,K-12 Revenues,Federal,1283817.58,43.24
23786,2017-18,721,Richmond County,ALL,All Column Values,K-12 Revenues,Local,94306185.85,3176.58
23787,2017-18,721,Richmond County,ALL,All Column Values,K-12 Revenues,Other,226849.9,7.64
23788,2017-18,721,Richmond County,ALL,All Column Values,K-12 Revenues,State Lottery,0.0,0.0
23789,2017-18,721,Richmond County,ALL,All Column Values,K-12 Revenues,State Other,1671908.74,56.32
23790,2017-18,721,Richmond County,ALL,All Column Values,K-12 Revenues,State QBE,153108754.0,5157.26
23791,2017-18,721,Richmond County,0391,Alternative Education Center at Lamar,K-12 Expenditures,Debt Services,0.0,0.0
23792,2017-18,721,Richmond County,0391,Alternative Education Center at Lamar,K-12 Expenditures,General Administration,0.0,0.0
23793,2017-18,721,Richmond County,0391,Alternative Education Center at Lamar,K-12 Expenditures,Instruction,1848724.61,12407.55
23794,2017-18,721,Richmond County,0391,Alternative Education Center at Lamar,K-12 Expenditures,Instructional Support,0.0,0.0
23795,2017-18,721,Richmond County,0391,Alternative Education Center at Lamar,K-12 Expenditures,Maintenance and Operations,99661.97,668.87
23796,2017-18,721,Richmond County,0391,Alternative Education Center at Lamar,K-12 Expenditures,Media,85673.37,574.99
23797,2017-18,721,Richmond County,0391,Alternative Education Center at Lamar,K-12 Expenditures,Pupil Services,16352.02,109.75
23798,2017-18,721,Richmond County,0391,Alternative Education Center at Lamar,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
23799,2017-18,721,Richmond County,0391,Alternative Education Center at Lamar,K-12 Expenditures,School Administration,341476.95,2291.79
23800,2017-18,721,Richmond County,0391,Alternative Education Center at Lamar,K-12 Expenditures,School food Services,0.0,0.0
23801,2017-18,721,Richmond County,0391,Alternative Education Center at Lamar,K-12 Expenditures,Transportation,0.0,0.0
23802,2017-18,721,Richmond County,2050,Barton Chapel Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
23803,2017-18,721,Richmond County,2050,Barton Chapel Elementary School,K-12 Expenditures,General Administration,0.0,0.0
23804,2017-18,721,Richmond County,2050,Barton Chapel Elementary School,K-12 Expenditures,Instruction,2215649.91,4827.12
23805,2017-18,721,Richmond County,2050,Barton Chapel Elementary School,K-12 Expenditures,Instructional Support,0.0,0.0
23806,2017-18,721,Richmond County,2050,Barton Chapel Elementary School,K-12 Expenditures,Maintenance and Operations,100416.64,218.77
23807,2017-18,721,Richmond County,2050,Barton Chapel Elementary School,K-12 Expenditures,Media,107700.44,234.64
23808,2017-18,721,Richmond County,2050,Barton Chapel Elementary School,K-12 Expenditures,Pupil Services,20584.72,44.85
23809,2017-18,721,Richmond County,2050,Barton Chapel Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
23810,2017-18,721,Richmond County,2050,Barton Chapel Elementary School,K-12 Expenditures,School Administration,232830.28,507.26
23811,2017-18,721,Richmond County,2050,Barton Chapel Elementary School,K-12 Expenditures,School food Services,0.0,0.0
23812,2017-18,721,Richmond County,2050,Barton Chapel Elementary School,K-12 Expenditures,Transportation,0.0,0.0
23813,2017-18,721,Richmond County,3050,Bayvale Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
23814,2017-18,721,Richmond County,3050,Bayvale Elementary School,K-12 Expenditures,General Administration,0.0,0.0
23815,2017-18,721,Richmond County,3050,Bayvale Elementary School,K-12 Expenditures,Instruction,2102611.22,4362.26
23816,2017-18,721,Richmond County,3050,Bayvale Elementary School,K-12 Expenditures,Instructional Support,0.0,0.0
23817,2017-18,721,Richmond County,3050,Bayvale Elementary School,K-12 Expenditures,Maintenance and Operations,85448.53,177.28
23818,2017-18,721,Richmond County,3050,Bayvale Elementary School,K-12 Expenditures,Media,90187.22,187.11
23819,2017-18,721,Richmond County,3050,Bayvale Elementary School,K-12 Expenditures,Pupil Services,23200.63,48.13
23820,2017-18,721,Richmond County,3050,Bayvale Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
23821,2017-18,721,Richmond County,3050,Bayvale Elementary School,K-12 Expenditures,School Administration,300905.29,624.28
23822,2017-18,721,Richmond County,3050,Bayvale Elementary School,K-12 Expenditures,School food Services,0.0,0.0
23823,2017-18,721,Richmond County,3050,Bayvale Elementary School,K-12 Expenditures,Transportation,0.0,0.0
23824,2017-18,721,Richmond County,4050,Blythe Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
23825,2017-18,721,Richmond County,4050,Blythe Elementary School,K-12 Expenditures,General Administration,0.0,0.0
23826,2017-18,721,Richmond County,4050,Blythe Elementary School,K-12 Expenditures,Instruction,1948382.03,7008.57
23827,2017-18,721,Richmond County,4050,Blythe Elementary School,K-12 Expenditures,Instructional Support,0.0,0.0
23828,2017-18,721,Richmond County,4050,Blythe Elementary School,K-12 Expenditures,Maintenance and Operations,105326.33,378.87
23829,2017-18,721,Richmond County,4050,Blythe Elementary School,K-12 Expenditures,Media,89273.41,321.13
23830,2017-18,721,Richmond County,4050,Blythe Elementary School,K-12 Expenditures,Pupil Services,34490.52,124.07
23831,2017-18,721,Richmond County,4050,Blythe Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
23832,2017-18,721,Richmond County,4050,Blythe Elementary School,K-12 Expenditures,School Administration,268802.8,966.92
23833,2017-18,721,Richmond County,4050,Blythe Elementary School,K-12 Expenditures,School food Services,0.0,0.0
23834,2017-18,721,Richmond County,4050,Blythe Elementary School,K-12 Expenditures,Transportation,0.0,0.0
23835,2017-18,721,Richmond County,1052,Butler High School,K-12 Expenditures,Debt Services,0.0,0.0
23836,2017-18,721,Richmond County,1052,Butler High School,K-12 Expenditures,General Administration,0.0,0.0
23837,2017-18,721,Richmond County,1052,Butler High School,K-12 Expenditures,Instruction,3623747.63,3982.14
23838,2017-18,721,Richmond County,1052,Butler High School,K-12 Expenditures,Instructional Support,0.0,0.0
23839,2017-18,721,Richmond County,1052,Butler High School,K-12 Expenditures,Maintenance and Operations,261678.28,287.56
23840,2017-18,721,Richmond County,1052,Butler High School,K-12 Expenditures,Media,99067.65,108.87
23841,2017-18,721,Richmond County,1052,Butler High School,K-12 Expenditures,Pupil Services,17223.48,18.93
23842,2017-18,721,Richmond County,1052,Butler High School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
23843,2017-18,721,Richmond County,1052,Butler High School,K-12 Expenditures,School Administration,666774.59,732.72
23844,2017-18,721,Richmond County,1052,Butler High School,K-12 Expenditures,School food Services,0.0,0.0
23845,2017-18,721,Richmond County,1052,Butler High School,K-12 Expenditures,Transportation,0.0,0.0
23846,2017-18,721,Richmond County,2052,Copeland Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
23847,2017-18,721,Richmond County,2052,Copeland Elementary School,K-12 Expenditures,General Administration,0.0,0.0
23848,2017-18,721,Richmond County,2052,Copeland Elementary School,K-12 Expenditures,Instruction,2114256.88,4556.59
23849,2017-18,721,Richmond County,2052,Copeland Elementary School,K-12 Expenditures,Instructional Support,47430.0,102.22
23850,2017-18,721,Richmond County,2052,Copeland Elementary School,K-12 Expenditures,Maintenance and Operations,102229.21,220.32
23851,2017-18,721,Richmond County,2052,Copeland Elementary School,K-12 Expenditures,Media,86574.48,186.58
23852,2017-18,721,Richmond County,2052,Copeland Elementary School,K-12 Expenditures,Pupil Services,26645.94,57.43
23853,2017-18,721,Richmond County,2052,Copeland Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
23854,2017-18,721,Richmond County,2052,Copeland Elementary School,K-12 Expenditures,School Administration,326007.37,702.6
23855,2017-18,721,Richmond County,2052,Copeland Elementary School,K-12 Expenditures,School food Services,0.0,0.0
23856,2017-18,721,Richmond County,2052,Copeland Elementary School,K-12 Expenditures,Transportation,0.0,0.0
23857,2017-18,721,Richmond County,0101,Craig-Houghton Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
23858,2017-18,721,Richmond County,0101,Craig-Houghton Elementary School,K-12 Expenditures,General Administration,0.0,0.0
23859,2017-18,721,Richmond County,0101,Craig-Houghton Elementary School,K-12 Expenditures,Instruction,2074077.2,6172.85
23860,2017-18,721,Richmond County,0101,Craig-Houghton Elementary School,K-12 Expenditures,Instructional Support,0.0,0.0
23861,2017-18,721,Richmond County,0101,Craig-Houghton Elementary School,K-12 Expenditures,Maintenance and Operations,84257.49,250.77
23862,2017-18,721,Richmond County,0101,Craig-Houghton Elementary School,K-12 Expenditures,Media,97087.66,288.95
23863,2017-18,721,Richmond County,0101,Craig-Houghton Elementary School,K-12 Expenditures,Pupil Services,24932.36,74.2
23864,2017-18,721,Richmond County,0101,Craig-Houghton Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
23865,2017-18,721,Richmond County,0101,Craig-Houghton Elementary School,K-12 Expenditures,School Administration,259846.38,773.35
23866,2017-18,721,Richmond County,0101,Craig-Houghton Elementary School,K-12 Expenditures,School food Services,0.0,0.0
23867,2017-18,721,Richmond County,0101,Craig-Houghton Elementary School,K-12 Expenditures,Transportation,0.0,0.0
23868,2017-18,721,Richmond County,0100,Cross Creek High School,K-12 Expenditures,Debt Services,0.0,0.0
23869,2017-18,721,Richmond County,0100,Cross Creek High School,K-12 Expenditures,General Administration,0.0,0.0
23870,2017-18,721,Richmond County,0100,Cross Creek High School,K-12 Expenditures,Instruction,5339252.02,4302.38
23871,2017-18,721,Richmond County,0100,Cross Creek High School,K-12 Expenditures,Instructional Support,0.0,0.0
23872,2017-18,721,Richmond County,0100,Cross Creek High School,K-12 Expenditures,Maintenance and Operations,313701.76,252.78
23873,2017-18,721,Richmond County,0100,Cross Creek High School,K-12 Expenditures,Media,79956.58,64.43
23874,2017-18,721,Richmond County,0100,Cross Creek High School,K-12 Expenditures,Pupil Services,4234.96,3.41
23875,2017-18,721,Richmond County,0100,Cross Creek High School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
23876,2017-18,721,Richmond County,0100,Cross Creek High School,K-12 Expenditures,School Administration,820869.49,661.46
23877,2017-18,721,Richmond County,0100,Cross Creek High School,K-12 Expenditures,School food Services,0.0,0.0
23878,2017-18,721,Richmond County,0100,Cross Creek High School,K-12 Expenditures,Transportation,0.0,0.0
23879,2017-18,721,Richmond County,4562,Davidson Magnet School,K-12 Expenditures,Debt Services,0.0,0.0
23880,2017-18,721,Richmond County,4562,Davidson Magnet School,K-12 Expenditures,General Administration,0.0,0.0
23881,2017-18,721,Richmond County,4562,Davidson Magnet School,K-12 Expenditures,Instruction,4092204.11,5089.81
23882,2017-18,721,Richmond County,4562,Davidson Magnet School,K-12 Expenditures,Instructional Support,0.0,0.0
23883,2017-18,721,Richmond County,4562,Davidson Magnet School,K-12 Expenditures,Maintenance and Operations,219899.13,273.51
23884,2017-18,721,Richmond County,4562,Davidson Magnet School,K-12 Expenditures,Media,88692.51,110.31
23885,2017-18,721,Richmond County,4562,Davidson Magnet School,K-12 Expenditures,Pupil Services,48874.61,60.79
23886,2017-18,721,Richmond County,4562,Davidson Magnet School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
23887,2017-18,721,Richmond County,4562,Davidson Magnet School,K-12 Expenditures,School Administration,583788.11,726.1
23888,2017-18,721,Richmond County,4562,Davidson Magnet School,K-12 Expenditures,School food Services,0.0,0.0
23889,2017-18,721,Richmond County,4562,Davidson Magnet School,K-12 Expenditures,Transportation,0.0,0.0
23890,2017-18,721,Richmond County,0105,Deer Chase Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
23891,2017-18,721,Richmond County,0105,Deer Chase Elementary School,K-12 Expenditures,General Administration,0.0,0.0
23892,2017-18,721,Richmond County,0105,Deer Chase Elementary School,K-12 Expenditures,Instruction,3089643.14,5896.27
23893,2017-18,721,Richmond County,0105,Deer Chase Elementary School,K-12 Expenditures,Instructional Support,0.0,0.0
23894,2017-18,721,Richmond County,0105,Deer Chase Elementary School,K-12 Expenditures,Maintenance and Operations,146623.57,279.82
23895,2017-18,721,Richmond County,0105,Deer Chase Elementary School,K-12 Expenditures,Media,53231.01,101.59
23896,2017-18,721,Richmond County,0105,Deer Chase Elementary School,K-12 Expenditures,Pupil Services,21225.49,40.51
23897,2017-18,721,Richmond County,0105,Deer Chase Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
23898,2017-18,721,Richmond County,0105,Deer Chase Elementary School,K-12 Expenditures,School Administration,297903.78,568.52
23899,2017-18,721,Richmond County,0105,Deer Chase Elementary School,K-12 Expenditures,School food Services,0.0,0.0
23900,2017-18,721,Richmond County,0105,Deer Chase Elementary School,K-12 Expenditures,Transportation,0.0,0.0
23901,2017-18,721,Richmond County,0205,Diamond Lakes Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
23902,2017-18,721,Richmond County,0205,Diamond Lakes Elementary School,K-12 Expenditures,General Administration,0.0,0.0
23903,2017-18,721,Richmond County,0205,Diamond Lakes Elementary School,K-12 Expenditures,Instruction,2698193.08,5062.28
23904,2017-18,721,Richmond County,0205,Diamond Lakes Elementary School,K-12 Expenditures,Instructional Support,0.0,0.0
23905,2017-18,721,Richmond County,0205,Diamond Lakes Elementary School,K-12 Expenditures,Maintenance and Operations,148630.65,278.86
23906,2017-18,721,Richmond County,0205,Diamond Lakes Elementary School,K-12 Expenditures,Media,103566.69,194.31
23907,2017-18,721,Richmond County,0205,Diamond Lakes Elementary School,K-12 Expenditures,Pupil Services,25282.74,47.43
23908,2017-18,721,Richmond County,0205,Diamond Lakes Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
23909,2017-18,721,Richmond County,0205,Diamond Lakes Elementary School,K-12 Expenditures,School Administration,301315.78,565.32
23910,2017-18,721,Richmond County,0205,Diamond Lakes Elementary School,K-12 Expenditures,School food Services,0.0,0.0
23911,2017-18,721,Richmond County,0205,Diamond Lakes Elementary School,K-12 Expenditures,Transportation,0.0,0.0
23912,2017-18,721,Richmond County,5054,Dorothy Hains Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
23913,2017-18,721,Richmond County,5054,Dorothy Hains Elementary School,K-12 Expenditures,General Administration,0.0,0.0
23914,2017-18,721,Richmond County,5054,Dorothy Hains Elementary School,K-12 Expenditures,Instruction,2862452.2,5057.34
23915,2017-18,721,Richmond County,5054,Dorothy Hains Elementary School,K-12 Expenditures,Instructional Support,0.0,0.0
23916,2017-18,721,Richmond County,5054,Dorothy Hains Elementary School,K-12 Expenditures,Maintenance and Operations,107880.94,190.6
23917,2017-18,721,Richmond County,5054,Dorothy Hains Elementary School,K-12 Expenditures,Media,96290.59,170.12
23918,2017-18,721,Richmond County,5054,Dorothy Hains Elementary School,K-12 Expenditures,Pupil Services,22151.45,39.14
23919,2017-18,721,Richmond County,5054,Dorothy Hains Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
23920,2017-18,721,Richmond County,5054,Dorothy Hains Elementary School,K-12 Expenditures,School Administration,309289.71,546.45
23921,2017-18,721,Richmond County,5054,Dorothy Hains Elementary School,K-12 Expenditures,School food Services,0.0,0.0
23922,2017-18,721,Richmond County,5054,Dorothy Hains Elementary School,K-12 Expenditures,Transportation,0.0,0.0
23923,2017-18,721,Richmond County,0103,Freedom Park Elementary,K-12 Expenditures,Debt Services,0.0,0.0
23924,2017-18,721,Richmond County,0103,Freedom Park Elementary,K-12 Expenditures,General Administration,0.0,0.0
23925,2017-18,721,Richmond County,0103,Freedom Park Elementary,K-12 Expenditures,Instruction,4205019.23,6238.9
23926,2017-18,721,Richmond County,0103,Freedom Park Elementary,K-12 Expenditures,Instructional Support,0.0,0.0
23927,2017-18,721,Richmond County,0103,Freedom Park Elementary,K-12 Expenditures,Maintenance and Operations,243606.23,361.43
23928,2017-18,721,Richmond County,0103,Freedom Park Elementary,K-12 Expenditures,Media,74993.77,111.27
23929,2017-18,721,Richmond County,0103,Freedom Park Elementary,K-12 Expenditures,Pupil Services,39908.82,59.21
23930,2017-18,721,Richmond County,0103,Freedom Park Elementary,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
23931,2017-18,721,Richmond County,0103,Freedom Park Elementary,K-12 Expenditures,School Administration,447033.68,663.25
23932,2017-18,721,Richmond County,0103,Freedom Park Elementary,K-12 Expenditures,School food Services,0.0,0.0
23933,2017-18,721,Richmond County,0103,Freedom Park Elementary,K-12 Expenditures,Transportation,0.0,0.0
23934,2017-18,721,Richmond County,1054,Garrett Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
23935,2017-18,721,Richmond County,1054,Garrett Elementary School,K-12 Expenditures,General Administration,0.0,0.0
23936,2017-18,721,Richmond County,1054,Garrett Elementary School,K-12 Expenditures,Instruction,2368125.56,5720.11
23937,2017-18,721,Richmond County,1054,Garrett Elementary School,K-12 Expenditures,Instructional Support,0.0,0.0
23938,2017-18,721,Richmond County,1054,Garrett Elementary School,K-12 Expenditures,Maintenance and Operations,122599.13,296.13
23939,2017-18,721,Richmond County,1054,Garrett Elementary School,K-12 Expenditures,Media,84126.46,203.2
23940,2017-18,721,Richmond County,1054,Garrett Elementary School,K-12 Expenditures,Pupil Services,27535.15,66.51
23941,2017-18,721,Richmond County,1054,Garrett Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
23942,2017-18,721,Richmond County,1054,Garrett Elementary School,K-12 Expenditures,School Administration,343238.07,829.08
23943,2017-18,721,Richmond County,1054,Garrett Elementary School,K-12 Expenditures,School food Services,0.0,0.0
23944,2017-18,721,Richmond County,1054,Garrett Elementary School,K-12 Expenditures,Transportation,0.0,0.0
23945,2017-18,721,Richmond County,2054,Glenn Hills Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
23946,2017-18,721,Richmond County,2054,Glenn Hills Elementary School,K-12 Expenditures,General Administration,0.0,0.0
23947,2017-18,721,Richmond County,2054,Glenn Hills Elementary School,K-12 Expenditures,Instruction,2177477.76,5075.71
23948,2017-18,721,Richmond County,2054,Glenn Hills Elementary School,K-12 Expenditures,Instructional Support,0.0,0.0
23949,2017-18,721,Richmond County,2054,Glenn Hills Elementary School,K-12 Expenditures,Maintenance and Operations,103180.44,240.51
23950,2017-18,721,Richmond County,2054,Glenn Hills Elementary School,K-12 Expenditures,Media,71643.45,167.0
23951,2017-18,721,Richmond County,2054,Glenn Hills Elementary School,K-12 Expenditures,Pupil Services,28134.29,65.58
23952,2017-18,721,Richmond County,2054,Glenn Hills Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
23953,2017-18,721,Richmond County,2054,Glenn Hills Elementary School,K-12 Expenditures,School Administration,305527.96,712.19
23954,2017-18,721,Richmond County,2054,Glenn Hills Elementary School,K-12 Expenditures,School food Services,0.0,0.0
23955,2017-18,721,Richmond County,2054,Glenn Hills Elementary School,K-12 Expenditures,Transportation,0.0,0.0
23956,2017-18,721,Richmond County,3054,Glenn Hills High School,K-12 Expenditures,Debt Services,0.0,0.0
23957,2017-18,721,Richmond County,3054,Glenn Hills High School,K-12 Expenditures,General Administration,0.0,0.0
23958,2017-18,721,Richmond County,3054,Glenn Hills High School,K-12 Expenditures,Instruction,3258539.0,4937.18
23959,2017-18,721,Richmond County,3054,Glenn Hills High School,K-12 Expenditures,Instructional Support,0.0,0.0
23960,2017-18,721,Richmond County,3054,Glenn Hills High School,K-12 Expenditures,Maintenance and Operations,245778.57,372.39
23961,2017-18,721,Richmond County,3054,Glenn Hills High School,K-12 Expenditures,Media,65628.02,99.44
23962,2017-18,721,Richmond County,3054,Glenn Hills High School,K-12 Expenditures,Pupil Services,33198.78,50.3
23963,2017-18,721,Richmond County,3054,Glenn Hills High School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
23964,2017-18,721,Richmond County,3054,Glenn Hills High School,K-12 Expenditures,School Administration,793674.54,1202.54
23965,2017-18,721,Richmond County,3054,Glenn Hills High School,K-12 Expenditures,School food Services,0.0,0.0
23966,2017-18,721,Richmond County,3054,Glenn Hills High School,K-12 Expenditures,Transportation,0.0,0.0
23967,2017-18,721,Richmond County,0197,Glenn Hills Middle School,K-12 Expenditures,Debt Services,0.0,0.0
23968,2017-18,721,Richmond County,0197,Glenn Hills Middle School,K-12 Expenditures,General Administration,0.0,0.0
23969,2017-18,721,Richmond County,0197,Glenn Hills Middle School,K-12 Expenditures,Instruction,2715511.6,4401.15
23970,2017-18,721,Richmond County,0197,Glenn Hills Middle School,K-12 Expenditures,Instructional Support,183.01,0.3
23971,2017-18,721,Richmond County,0197,Glenn Hills Middle School,K-12 Expenditures,Maintenance and Operations,216475.91,350.85
23972,2017-18,721,Richmond County,0197,Glenn Hills Middle School,K-12 Expenditures,Media,98232.4,159.21
23973,2017-18,721,Richmond County,0197,Glenn Hills Middle School,K-12 Expenditures,Pupil Services,26429.53,42.84
23974,2017-18,721,Richmond County,0197,Glenn Hills Middle School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
23975,2017-18,721,Richmond County,0197,Glenn Hills Middle School,K-12 Expenditures,School Administration,494906.01,802.12
23976,2017-18,721,Richmond County,0197,Glenn Hills Middle School,K-12 Expenditures,School food Services,0.0,0.0
23977,2017-18,721,Richmond County,0197,Glenn Hills Middle School,K-12 Expenditures,Transportation,0.0,0.0
23978,2017-18,721,Richmond County,0194,Goshen Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
23979,2017-18,721,Richmond County,0194,Goshen Elementary School,K-12 Expenditures,General Administration,0.0,0.0
23980,2017-18,721,Richmond County,0194,Goshen Elementary School,K-12 Expenditures,Instruction,2863975.0,5774.14
23981,2017-18,721,Richmond County,0194,Goshen Elementary School,K-12 Expenditures,Instructional Support,-660.0,-1.33
23982,2017-18,721,Richmond County,0194,Goshen Elementary School,K-12 Expenditures,Maintenance and Operations,107424.08,216.58
23983,2017-18,721,Richmond County,0194,Goshen Elementary School,K-12 Expenditures,Media,88588.22,178.61
23984,2017-18,721,Richmond County,0194,Goshen Elementary School,K-12 Expenditures,Pupil Services,33175.23,66.89
23985,2017-18,721,Richmond County,0194,Goshen Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
23986,2017-18,721,Richmond County,0194,Goshen Elementary School,K-12 Expenditures,School Administration,321855.97,648.9
23987,2017-18,721,Richmond County,0194,Goshen Elementary School,K-12 Expenditures,School food Services,0.0,0.0
23988,2017-18,721,Richmond County,0194,Goshen Elementary School,K-12 Expenditures,Transportation,0.0,0.0
23989,2017-18,721,Richmond County,4054,Gracewood Elementary School,K-12 Expenditures,Debt Services,0.0,0.0
23990,2017-18,721,Richmond County,4054,Gracewood Elementary School,K-12 Expenditures,General Administration,0.0,0.0
23991,2017-18,721,Richmond County,4054,Gracewood Elementary School,K-12 Expenditures,Instruction,2172570.53,5076.1
23992,2017-18,721,Richmond County,4054,Gracewood Elementary School,K-12 Expenditures,Instructional Support,0.0,0.0
23993,2017-18,721,Richmond County,4054,Gracewood Elementary School,K-12 Expenditures,Maintenance and Operations,81331.17,190.03
23994,2017-18,721,Richmond County,4054,Gracewood Elementary School,K-12 Expenditures,Media,97967.43,228.9
23995,2017-18,721,Richmond County,4054,Gracewood Elementary School,K-12 Expenditures,Pupil Services,12109.11,28.29
23996,2017-18,721,Richmond County,4054,Gracewood Elementary School,K-12 Expenditures,Renovation and Capital Projects,0.0,0.0
23997,2017-18,721,Richmond County,4054,Gracewood Elementary School,K-12 Expenditures,School Administration,343097.54,801.63
23998,2017-18,721,Richmond County,4054,Gracewood Elementary School,K-12 Expenditures,School food Services,0.0,0.0
23999,2017-18,721,Richmond County,4054,Gracewood Elementary School,K-12 Expenditures,Transportation,0.0,0.0
