,SCHOOL_DSTRCT_CD,LABEL_LVL_1_DESC,PROGRAM_TOTAL,PROGRAM_PERCENT,TOTAL_COUNT
2178,722,Grad Rate -ALL Students,580.75,82.9625,699.75
2181,722,Grad Rate -Asian/Pacific Islander,20.0,90.91,22.0
2182,722,Grad Rate -Black,436.25,86.785,502.75
2183,722,Grad Rate -Economically Disadvantaged,333.25,84.13000000000001,395.75
2184,722,Grad Rate -Female,312.5,88.27250000000001,353.5
2186,722,Grad Rate -Hispanic,55.5,69.50750000000001,80.25
2187,722,Grad Rate -Homeless,24.5,76.3925,32.5
2188,722,Grad Rate -Limited English Proficient,18.0,58.295,31.0
2189,722,Grad Rate -Male,268.25,77.5075,346.25
2191,722,Grad Rate -Multi-Racial,19.333333333333332,81.28666666666668,24.0
2192,722,Grad Rate -Not Economically Disadvantaged,247.5,80.6,304.0
2193,722,Grad Rate -Students With Disability,42.75,64.465,66.0
2194,722,Grad Rate -Students Without Disability,538.0,84.925,633.75
2195,722,Grad Rate -White,81.0,73.57,109.33333333333333
2196,723,Grad Rate -ALL Students,85.0,90.43,94.0
2201,723,Grad Rate -Economically Disadvantaged,26.0,78.79,33.0
2202,723,Grad Rate -Female,39.0,90.7,43.0
2207,723,Grad Rate -Male,46.0,90.2,51.0
2210,723,Grad Rate -Not Economically Disadvantaged,59.0,96.7,61.0
2212,723,Grad Rate -Students Without Disability,78.0,92.9,84.0
2213,723,Grad Rate -White,70.0,90.91,77.0
2214,724,Grad Rate -ALL Students,134.0,84.28,159.0
2218,724,Grad Rate -Black,67.0,91.78,73.0
2219,724,Grad Rate -Economically Disadvantaged,134.0,84.28,159.0
2220,724,Grad Rate -Female,72.0,86.75,83.0
2225,724,Grad Rate -Male,62.0,81.58,76.0
2229,724,Grad Rate -Students With Disability,23.0,65.71,35.0
2230,724,Grad Rate -Students Without Disability,111.0,89.5,124.0
2231,724,Grad Rate -White,62.0,78.48,79.0
2232,725,Grad Rate -ALL Students,90.0,86.54,104.0
2236,725,Grad Rate -Black,26.0,86.67,30.0
2237,725,Grad Rate -Economically Disadvantaged,90.0,86.54,104.0
2238,725,Grad Rate -Female,40.0,86.96,46.0
2241,725,Grad Rate -Homeless,10.0,76.92,13.0
2243,725,Grad Rate -Male,50.0,86.21,58.0
2248,725,Grad Rate -Students Without Disability,87.0,89.7,97.0
2249,725,Grad Rate -White,59.0,88.06,67.0
2250,726,Grad Rate -ALL Students,416.0,89.43333333333334,466.6666666666667
2254,726,Grad Rate -Black,188.66666666666666,88.58999999999999,213.0
2255,726,Grad Rate -Economically Disadvantaged,241.33333333333334,87.55,275.6666666666667
2256,726,Grad Rate -Female,219.66666666666666,92.76333333333332,237.33333333333334
2258,726,Grad Rate -Hispanic,25.333333333333332,88.44333333333333,28.666666666666668
2259,726,Grad Rate -Homeless,16.666666666666668,82.63,20.666666666666668
2261,726,Grad Rate -Male,196.33333333333334,86.05333333333334,229.33333333333334
2263,726,Grad Rate -Multi-Racial,16.0,91.14,17.666666666666668
2264,726,Grad Rate -Not Economically Disadvantaged,174.66666666666666,92.5,191.0
2265,726,Grad Rate -Students With Disability,40.666666666666664,80.91,50.333333333333336
2266,726,Grad Rate -Students Without Disability,375.3333333333333,90.46666666666665,416.3333333333333
2267,726,Grad Rate -White,178.0,90.32333333333334,198.66666666666666
2268,727,Grad Rate -ALL Students,244.0,91.39,267.0
2272,727,Grad Rate -Black,32.0,86.49,37.0
2273,727,Grad Rate -Economically Disadvantaged,112.0,87.5,128.0
2274,727,Grad Rate -Female,113.0,93.39,121.0
2279,727,Grad Rate -Male,131.0,89.73,146.0
2281,727,Grad Rate -Multi-Racial,19.0,86.36,22.0
2282,727,Grad Rate -Not Economically Disadvantaged,132.0,95.0,139.0
2283,727,Grad Rate -Students With Disability,29.0,74.36,39.0
2284,727,Grad Rate -Students Without Disability,215.0,94.3,228.0
2285,727,Grad Rate -White,182.0,92.86,196.0
2286,728,Grad Rate -ALL Students,31.0,96.88,32.0
2290,728,Grad Rate -Black,30.0,96.77,31.0
2291,728,Grad Rate -Economically Disadvantaged,31.0,96.88,32.0
2292,728,Grad Rate -Female,16.0,94.12,17.0
2297,728,Grad Rate -Male,15.0,100.0,15.0
2302,728,Grad Rate -Students Without Disability,25.0,100.0,25.0
2304,729,Grad Rate -ALL Students,227.0,86.475,262.5
2308,729,Grad Rate -Black,184.0,90.2,204.0
2309,729,Grad Rate -Economically Disadvantaged,227.0,86.475,262.5
2310,729,Grad Rate -Female,117.0,86.67,135.0
2312,729,Grad Rate -Hispanic,18.0,85.71,21.0
2315,729,Grad Rate -Male,110.0,86.275,127.5
2319,729,Grad Rate -Students With Disability,19.0,58.44,32.5
2320,729,Grad Rate -Students Without Disability,208.0,90.45,230.0
2321,729,Grad Rate -White,20.0,63.64,31.5
2322,730,Grad Rate -ALL Students,29.0,82.86,35.0
2326,730,Grad Rate -Black,28.0,93.33,30.0
2327,730,Grad Rate -Economically Disadvantaged,29.0,82.86,35.0
2328,730,Grad Rate -Female,11.0,84.62,13.0
2333,730,Grad Rate -Male,18.0,81.82,22.0
2338,730,Grad Rate -Students Without Disability,25.0,89.3,28.0
2358,732,Grad Rate -ALL Students,196.0,88.69,221.0
2362,732,Grad Rate -Black,49.0,94.23,52.0
2363,732,Grad Rate -Economically Disadvantaged,196.0,88.69,221.0
2364,732,Grad Rate -Female,101.0,90.18,112.0
2366,732,Grad Rate -Hispanic,42.0,87.5,48.0
2369,732,Grad Rate -Male,95.0,87.16,109.0
2373,732,Grad Rate -Students With Disability,12.0,60.0,20.0
2374,732,Grad Rate -Students Without Disability,184.0,91.5,201.0
2375,732,Grad Rate -White,98.0,86.73,113.0
2376,733,Grad Rate -ALL Students,83.0,76.85,108.0
2380,733,Grad Rate -Black,33.0,78.57,42.0
2381,733,Grad Rate -Economically Disadvantaged,58.0,72.5,80.0
2382,733,Grad Rate -Female,39.0,82.98,47.0
2387,733,Grad Rate -Male,44.0,72.13,61.0
2390,733,Grad Rate -Not Economically Disadvantaged,25.0,89.3,28.0
2392,733,Grad Rate -Students Without Disability,76.0,84.4,90.0
2393,733,Grad Rate -White,46.0,74.19,62.0
2394,734,Grad Rate -ALL Students,95.5,88.53,108.0
2398,734,Grad Rate -Black,41.5,90.34,46.0
2399,734,Grad Rate -Economically Disadvantaged,95.5,88.53,108.0
2400,734,Grad Rate -Female,51.0,89.47,57.0
2405,734,Grad Rate -Male,44.5,87.72,51.0
2410,734,Grad Rate -Students Without Disability,94.5,90.55,104.5
2411,734,Grad Rate -White,46.0,86.92,53.0
2412,735,Grad Rate -ALL Students,77.0,85.56,90.0
2416,735,Grad Rate -Black,72.0,87.8,82.0
2417,735,Grad Rate -Economically Disadvantaged,77.0,85.56,90.0
2418,735,Grad Rate -Female,46.0,93.88,49.0
2423,735,Grad Rate -Male,31.0,75.61,41.0
2428,735,Grad Rate -Students Without Disability,71.0,85.5,83.0
2430,736,Grad Rate -ALL Students,215.66666666666666,86.27,240.66666666666666
2434,736,Grad Rate -Black,73.0,86.04333333333334,82.66666666666667
2435,736,Grad Rate -Economically Disadvantaged,215.66666666666666,86.27,240.66666666666666
2436,736,Grad Rate -Female,110.66666666666667,92.29666666666667,118.0
2438,736,Grad Rate -Hispanic,20.0,93.205,21.5
2439,736,Grad Rate -Homeless,19.0,81.25,24.0
2441,736,Grad Rate -Male,105.0,78.38333333333334,122.66666666666667
2445,736,Grad Rate -Students With Disability,30.5,71.945,42.5
2446,736,Grad Rate -Students Without Disability,193.66666666666666,88.13333333333333,210.33333333333334
2447,736,Grad Rate -White,119.33333333333333,86.21,132.66666666666666
2448,737,Grad Rate -ALL Students,465.0,82.315,565.0
2452,737,Grad Rate -Black,168.0,82.16499999999999,204.5
2453,737,Grad Rate -Economically Disadvantaged,465.0,82.315,565.0
2454,737,Grad Rate -Female,234.0,85.095,275.0
2456,737,Grad Rate -Hispanic,76.0,79.19999999999999,96.0
2458,737,Grad Rate -Limited English Proficient,20.5,77.35,26.5
2459,737,Grad Rate -Male,231.0,79.69,290.0
2463,737,Grad Rate -Students With Disability,35.5,71.215,50.0
2464,737,Grad Rate -Students Without Disability,429.5,83.4,515.0
2465,737,Grad Rate -White,212.0,84.14,252.0
2466,738,Grad Rate -ALL Students,172.0,90.05,191.0
2470,738,Grad Rate -Black,26.0,89.66,29.0
2471,738,Grad Rate -Economically Disadvantaged,172.0,90.05,191.0
2472,738,Grad Rate -Female,92.0,95.83,96.0
2474,738,Grad Rate -Hispanic,54.0,98.18,55.0
2476,738,Grad Rate -Limited English Proficient,11.0,100.0,11.0
2477,738,Grad Rate -Male,80.0,84.21,95.0
2478,738,Grad Rate -Migrant,11.0,100.0,11.0
2481,738,Grad Rate -Students With Disability,30.0,85.71,35.0
2482,738,Grad Rate -Students Without Disability,142.0,91.0,156.0
2483,738,Grad Rate -White,89.0,85.58,104.0
2484,739,Grad Rate -ALL Students,82.0,97.62,84.0
2489,739,Grad Rate -Economically Disadvantaged,20.0,90.91,22.0
2490,739,Grad Rate -Female,34.0,100.0,34.0
2495,739,Grad Rate -Male,48.0,96.0,50.0
2498,739,Grad Rate -Not Economically Disadvantaged,62.0,100.0,62.0
2500,739,Grad Rate -Students Without Disability,74.0,98.7,75.0
2501,739,Grad Rate -White,76.0,97.44,78.0
2502,740,Grad Rate -ALL Students,67.0,81.71,82.0
2506,740,Grad Rate -Black,20.0,80.0,25.0
2507,740,Grad Rate -Economically Disadvantaged,67.0,81.71,82.0
2508,740,Grad Rate -Female,31.0,86.11,36.0
2513,740,Grad Rate -Male,36.0,78.26,46.0
2518,740,Grad Rate -Students Without Disability,63.0,82.9,76.0
2519,740,Grad Rate -White,45.0,83.33,54.0
2520,741,Grad Rate -ALL Students,377.0,86.6925,435.0
2523,741,Grad Rate -Asian/Pacific Islander,14.0,100.0,14.0
2524,741,Grad Rate -Black,150.0,84.6625,177.5
2525,741,Grad Rate -Economically Disadvantaged,195.0,81.775,238.5
2526,741,Grad Rate -Female,197.0,89.9925,218.75
2528,741,Grad Rate -Hispanic,27.666666666666668,89.48,31.0
2529,741,Grad Rate -Homeless,14.0,77.66499999999999,18.5
2530,741,Grad Rate -Limited English Proficient,12.0,85.71,14.0
2531,741,Grad Rate -Male,180.0,83.3325,216.25
2533,741,Grad Rate -Multi-Racial,20.666666666666668,86.05666666666667,24.0
2534,741,Grad Rate -Not Economically Disadvantaged,182.0,92.875,196.5
2535,741,Grad Rate -Students With Disability,33.5,71.1375,46.75
2536,741,Grad Rate -Students Without Disability,343.5,88.57500000000002,388.25
2537,741,Grad Rate -White,179.5,87.38749999999999,204.5
2538,742,Grad Rate -ALL Students,83.0,90.22999999999999,92.0
2542,742,Grad Rate -Black,46.0,92.03999999999999,50.0
2543,742,Grad Rate -Economically Disadvantaged,83.0,90.22999999999999,92.0
2544,742,Grad Rate -Female,38.0,88.37,43.0
2549,742,Grad Rate -Male,45.0,91.875,49.0
2553,742,Grad Rate -Students With Disability,10.0,71.43,14.0
2554,742,Grad Rate -Students Without Disability,73.0,93.6,78.0
2555,742,Grad Rate -White,25.0,86.21,29.0
2556,743,Grad Rate -ALL Students,53.0,89.83,59.0
2560,743,Grad Rate -Black,37.0,100.0,37.0
2561,743,Grad Rate -Economically Disadvantaged,53.0,89.83,59.0
2562,743,Grad Rate -Female,25.0,89.29,28.0
2567,743,Grad Rate -Male,28.0,90.32,31.0
2572,743,Grad Rate -Students Without Disability,47.0,92.2,51.0
2573,743,Grad Rate -White,13.0,68.42,19.0
2574,744,Grad Rate -ALL Students,208.0,99.525,209.0
2579,744,Grad Rate -Economically Disadvantaged,82.0,98.79499999999999,83.0
2580,744,Grad Rate -Female,100.0,99.00999999999999,101.0
2582,744,Grad Rate -Hispanic,10.0,100.0,10.0
2583,744,Grad Rate -Homeless,10.0,100.0,10.0
2585,744,Grad Rate -Male,108.0,100.0,108.0
2588,744,Grad Rate -Not Economically Disadvantaged,126.0,100.0,126.0
2589,744,Grad Rate -Students With Disability,26.0,100.0,26.0
2590,744,Grad Rate -Students Without Disability,182.0,99.45,183.0
2591,744,Grad Rate -White,191.5,99.48,192.5
2592,745,Grad Rate -ALL Students,288.0,90.85,317.0
2596,745,Grad Rate -Black,109.0,92.37,118.0
2597,745,Grad Rate -Economically Disadvantaged,288.0,90.85,317.0
2598,745,Grad Rate -Female,139.0,91.45,152.0
2600,745,Grad Rate -Hispanic,11.0,91.67,12.0
2603,745,Grad Rate -Male,149.0,90.3,165.0
2607,745,Grad Rate -Students With Disability,29.0,80.56,36.0
2608,745,Grad Rate -Students Without Disability,259.0,92.2,281.0
2609,745,Grad Rate -White,155.0,89.08,174.0
2610,746,Grad Rate -ALL Students,373.3333333333333,88.2,422.6666666666667
2614,746,Grad Rate -Black,28.666666666666668,92.93333333333334,30.666666666666668
2615,746,Grad Rate -Economically Disadvantaged,222.66666666666666,87.17666666666666,254.66666666666666
2616,746,Grad Rate -Female,172.66666666666666,89.18333333333332,193.33333333333334
2618,746,Grad Rate -Hispanic,19.5,94.445,21.0
2619,746,Grad Rate -Homeless,11.0,78.57,14.0
2621,746,Grad Rate -Male,200.66666666666666,87.37,229.33333333333334
2623,746,Grad Rate -Multi-Racial,14.0,100.0,14.0
2624,746,Grad Rate -Not Economically Disadvantaged,150.66666666666666,89.7,168.0
2625,746,Grad Rate -Students With Disability,47.333333333333336,72.24,66.0
2626,746,Grad Rate -Students Without Disability,326.0,91.30000000000001,356.6666666666667
2627,746,Grad Rate -White,310.0,87.30666666666666,354.6666666666667
2628,747,Grad Rate -ALL Students,425.5,89.455,473.5
2631,747,Grad Rate -Asian/Pacific Islander,14.5,100.0,14.5
2632,747,Grad Rate -Black,101.5,87.07499999999999,117.5
2633,747,Grad Rate -Economically Disadvantaged,145.5,80.4425,181.5
2634,747,Grad Rate -Female,224.5,94.49249999999999,236.5
2636,747,Grad Rate -Hispanic,31.0,81.695,38.0
2637,747,Grad Rate -Homeless,21.0,80.77,26.0
2638,747,Grad Rate -Limited English Proficient,14.0,87.5,16.0
2639,747,Grad Rate -Male,201.0,84.47749999999999,237.0
2641,747,Grad Rate -Multi-Racial,21.0,91.61,23.0
2642,747,Grad Rate -Not Economically Disadvantaged,280.0,95.625,292.0
2643,747,Grad Rate -Students With Disability,28.0,62.8375,44.5
2644,747,Grad Rate -Students Without Disability,397.5,92.35000000000001,429.0
2645,747,Grad Rate -White,279.0,90.88749999999999,304.5
2646,748,Grad Rate -ALL Students,313.0,85.99,364.0
2650,748,Grad Rate -Black,107.0,78.1,137.0
2651,748,Grad Rate -Economically Disadvantaged,313.0,85.99,364.0
2652,748,Grad Rate -Female,165.0,88.24,187.0
2654,748,Grad Rate -Hispanic,23.0,95.83,24.0
2655,748,Grad Rate -Homeless,14.0,82.35,17.0
2657,748,Grad Rate -Male,148.0,83.62,177.0
2661,748,Grad Rate -Students With Disability,30.0,61.22,49.0
2662,748,Grad Rate -Students Without Disability,283.0,89.8,315.0
2663,748,Grad Rate -White,173.0,89.64,193.0
2664,749,Grad Rate -ALL Students,30.0,85.71,35.0
2668,749,Grad Rate -Black,28.0,87.5,32.0
2669,749,Grad Rate -Economically Disadvantaged,30.0,85.71,35.0
2670,749,Grad Rate -Female,16.0,88.89,18.0
2675,749,Grad Rate -Male,14.0,82.35,17.0
2680,749,Grad Rate -Students Without Disability,29.0,87.9,33.0
2682,750,Grad Rate -ALL Students,208.0,89.66,232.0
2686,750,Grad Rate -Black,133.0,90.48,147.0
2687,750,Grad Rate -Economically Disadvantaged,208.0,89.66,232.0
2688,750,Grad Rate -Female,102.0,91.07,112.0
2693,750,Grad Rate -Male,106.0,88.33,120.0
2697,750,Grad Rate -Students With Disability,20.0,83.33,24.0
2698,750,Grad Rate -Students Without Disability,188.0,90.4,208.0
2699,750,Grad Rate -White,61.0,88.41,69.0
2700,751,Grad Rate -ALL Students,315.0,93.75,336.0
2704,751,Grad Rate -Black,81.0,94.19,86.0
2705,751,Grad Rate -Economically Disadvantaged,175.0,93.09,188.0
2706,751,Grad Rate -Female,156.0,95.12,164.0
2708,751,Grad Rate -Hispanic,24.0,96.0,25.0
2711,751,Grad Rate -Male,159.0,92.44,172.0
2714,751,Grad Rate -Not Economically Disadvantaged,140.0,94.6,148.0
2715,751,Grad Rate -Students With Disability,33.0,89.19,37.0
2716,751,Grad Rate -Students Without Disability,282.0,94.3,299.0
2717,751,Grad Rate -White,196.0,92.89,211.0
2718,752,Grad Rate -ALL Students,21.0,100.0,21.0
2723,752,Grad Rate -Economically Disadvantaged,21.0,100.0,21.0
2724,752,Grad Rate -Female,11.0,100.0,11.0
2729,752,Grad Rate -Male,10.0,100.0,10.0
2734,752,Grad Rate -Students Without Disability,19.0,100.0,19.0
2736,753,Grad Rate -ALL Students,68.0,89.47,76.0
2740,753,Grad Rate -Black,24.0,88.89,27.0
2741,753,Grad Rate -Economically Disadvantaged,68.0,89.47,76.0
2742,753,Grad Rate -Female,34.0,89.47,38.0
2747,753,Grad Rate -Male,34.0,89.47,38.0
2752,753,Grad Rate -Students Without Disability,61.0,91.0,67.0
2753,753,Grad Rate -White,38.0,88.37,43.0
2754,754,Grad Rate -ALL Students,223.0,91.96000000000001,242.5
2759,754,Grad Rate -Economically Disadvantaged,90.0,84.52,106.5
2760,754,Grad Rate -Female,103.0,91.155,113.0
2763,754,Grad Rate -Homeless,10.0,90.91,11.0
2765,754,Grad Rate -Male,120.0,92.66499999999999,129.5
2768,754,Grad Rate -Not Economically Disadvantaged,133.0,97.8,136.0
2769,754,Grad Rate -Students With Disability,18.0,66.67,27.0
2770,754,Grad Rate -Students Without Disability,205.0,95.15,215.5
2771,754,Grad Rate -White,199.0,93.21000000000001,213.5
2772,755,Grad Rate -ALL Students,339.6,83.03,390.4
2775,755,Grad Rate -Asian/Pacific Islander,10.0,100.0,10.0
2776,755,Grad Rate -Black,17.0,80.95,21.0
2777,755,Grad Rate -Economically Disadvantaged,200.0,85.026,226.6
2778,755,Grad Rate -Female,179.2,87.132,196.6
2780,755,Grad Rate -Hispanic,148.0,84.47399999999999,166.4
2781,755,Grad Rate -Homeless,17.0,77.27,22.0
2782,755,Grad Rate -Limited English Proficient,34.75,73.915,45.75
2783,755,Grad Rate -Male,160.4,79.774,193.8
2785,755,Grad Rate -Multi-Racial,18.5,78.61,25.5
2786,755,Grad Rate -Not Economically Disadvantaged,139.6,79.62,163.8
2787,755,Grad Rate -Students With Disability,40.25,79.445,51.5
2788,755,Grad Rate -Students Without Disability,306.0,84.54,345.6
2789,755,Grad Rate -White,170.4,83.346,195.8
2790,756,Grad Rate -ALL Students,56.0,90.32,62.0
2794,756,Grad Rate -Black,19.0,100.0,19.0
2795,756,Grad Rate -Economically Disadvantaged,56.0,90.32,62.0
2796,756,Grad Rate -Female,25.0,92.59,27.0
2801,756,Grad Rate -Male,31.0,88.57,35.0
2806,756,Grad Rate -Students Without Disability,52.0,89.7,58.0
2807,756,Grad Rate -White,35.0,89.74,39.0
2808,757,Grad Rate -ALL Students,93.0,87.74,106.0
2812,757,Grad Rate -Black,58.0,86.57,67.0
2813,757,Grad Rate -Economically Disadvantaged,93.0,87.74,106.0
2814,757,Grad Rate -Female,48.0,88.89,54.0
2819,757,Grad Rate -Male,45.0,86.54,52.0
2824,757,Grad Rate -Students Without Disability,84.0,89.4,94.0
2825,757,Grad Rate -White,24.0,88.89,27.0
2826,758,Grad Rate -ALL Students,101.0,95.28,106.0
2830,758,Grad Rate -Black,58.0,96.67,60.0
2831,758,Grad Rate -Economically Disadvantaged,101.0,95.28,106.0
2832,758,Grad Rate -Female,50.0,100.0,50.0
2837,758,Grad Rate -Male,51.0,91.07,56.0
2841,758,Grad Rate -Students With Disability,10.0,90.91,11.0
2842,758,Grad Rate -Students Without Disability,91.0,95.8,95.0
2843,758,Grad Rate -White,38.0,92.68,41.0
2844,759,Grad Rate -ALL Students,178.0,77.93,229.0
2848,759,Grad Rate -Black,53.0,78.4,68.5
2849,759,Grad Rate -Economically Disadvantaged,177.5,78.99000000000001,225.0
2850,759,Grad Rate -Female,91.0,82.875,110.0
2855,759,Grad Rate -Male,87.0,73.36500000000001,119.0
2859,759,Grad Rate -Students With Disability,13.0,55.345,23.5
2860,759,Grad Rate -Students Without Disability,165.0,80.55,205.5
2861,759,Grad Rate -White,111.5,77.74000000000001,143.5
2862,761,Grad Rate -ALL Students,294.6470588235294,79.84294117647062,375.47058823529414
2865,761,Grad Rate -Asian/Pacific Islander,20.0,90.91,22.0
2866,761,Grad Rate -Black,245.5625,78.8725,322.5625
2867,761,Grad Rate -Economically Disadvantaged,241.0625,78.530625,321.1875
2868,761,Grad Rate -Female,174.9375,83.90937500000001,208.9375
2870,761,Grad Rate -Hispanic,58.0,84.922,70.8
2871,761,Grad Rate -Homeless,39.57142857142857,76.56428571428572,55.857142857142854
2872,761,Grad Rate -Limited English Proficient,43.5,70.545,62.0
2873,761,Grad Rate -Male,156.78571428571428,77.76071428571429,210.42857142857142
2875,761,Grad Rate -Multi-Racial,23.666666666666668,89.75999999999999,26.666666666666668
2876,761,Grad Rate -Not Economically Disadvantaged,230.4,93.16,248.8
2877,761,Grad Rate -Students With Disability,35.5,59.781666666666666,62.166666666666664
2878,761,Grad Rate -Students Without Disability,268.3529411764706,82.8294117647059,329.70588235294116
2879,761,Grad Rate -White,123.4,91.43,131.8
2880,763,Grad Rate -ALL Students,192.0,98.46,195.0
2884,763,Grad Rate -Black,12.0,100.0,12.0
2885,763,Grad Rate -Economically Disadvantaged,25.0,96.15,26.0
2886,763,Grad Rate -Female,97.0,97.98,99.0
2891,763,Grad Rate -Male,95.0,98.96,96.0
2894,763,Grad Rate -Not Economically Disadvantaged,167.0,98.8,169.0
2895,763,Grad Rate -Students With Disability,14.0,93.33,15.0
2896,763,Grad Rate -Students Without Disability,178.0,98.9,180.0
2897,763,Grad Rate -White,166.0,98.22,169.0
2898,764,Grad Rate -ALL Students,324.0,92.57,350.0
2902,764,Grad Rate -Black,48.0,88.89,54.0
2903,764,Grad Rate -Economically Disadvantaged,89.0,84.76,105.0
2904,764,Grad Rate -Female,147.0,91.88,160.0
2906,764,Grad Rate -Hispanic,81.0,86.17,94.0
2908,764,Grad Rate -Limited English Proficient,10.0,71.43,14.0
2909,764,Grad Rate -Male,177.0,93.16,190.0
2911,764,Grad Rate -Multi-Racial,12.0,100.0,12.0
2912,764,Grad Rate -Not Economically Disadvantaged,235.0,95.9,245.0
2913,764,Grad Rate -Students With Disability,16.0,55.17,29.0
2914,764,Grad Rate -Students Without Disability,308.0,96.0,321.0
2915,764,Grad Rate -White,175.0,97.22,180.0
2916,765,Grad Rate -ALL Students,253.0,98.06,258.0
2920,765,Grad Rate -Black,18.0,100.0,18.0
2921,765,Grad Rate -Economically Disadvantaged,104.0,99.05,105.0
2922,765,Grad Rate -Female,124.0,98.41,126.0
2924,765,Grad Rate -Hispanic,87.0,96.67,90.0
2926,765,Grad Rate -Limited English Proficient,10.0,90.91,11.0
2927,765,Grad Rate -Male,129.0,97.73,132.0
2930,765,Grad Rate -Not Economically Disadvantaged,149.0,97.4,153.0
2931,765,Grad Rate -Students With Disability,20.0,90.91,22.0
2932,765,Grad Rate -Students Without Disability,233.0,98.7,236.0
2933,765,Grad Rate -White,139.0,98.58,141.0
2934,766,Grad Rate -ALL Students,364.0,91.0,400.0
2938,766,Grad Rate -Black,94.0,88.68,106.0
2939,766,Grad Rate -Economically Disadvantaged,151.0,87.79,172.0
2940,766,Grad Rate -Female,189.0,94.03,201.0
2942,766,Grad Rate -Hispanic,68.0,86.08,79.0
2943,766,Grad Rate -Homeless,14.0,73.68,19.0
2944,766,Grad Rate -Limited English Proficient,14.0,70.0,20.0
2945,766,Grad Rate -Male,175.0,87.94,199.0
2947,766,Grad Rate -Multi-Racial,25.0,86.21,29.0
2948,766,Grad Rate -Not Economically Disadvantaged,213.0,93.4,228.0
2949,766,Grad Rate -Students With Disability,25.0,64.1,39.0
2950,766,Grad Rate -Students Without Disability,339.0,93.9,361.0
2951,766,Grad Rate -White,175.0,95.63,183.0
2952,767,Grad Rate -ALL Students,281.0,90.35,311.0
2956,767,Grad Rate -Black,66.0,86.84,76.0
2957,767,Grad Rate -Economically Disadvantaged,96.0,83.48,115.0
2958,767,Grad Rate -Female,138.0,94.52,146.0
2960,767,Grad Rate -Hispanic,50.0,80.65,62.0
2962,767,Grad Rate -Limited English Proficient,16.0,66.67,24.0
2963,767,Grad Rate -Male,143.0,86.67,165.0
2966,767,Grad Rate -Not Economically Disadvantaged,185.0,94.4,196.0
2967,767,Grad Rate -Students With Disability,14.0,73.68,19.0
2968,767,Grad Rate -Students Without Disability,267.0,91.4,292.0
2969,767,Grad Rate -White,149.0,94.9,157.0
2970,769,Grad Rate -ALL Students,104.0,98.11,106.0
2975,769,Grad Rate -Economically Disadvantaged,10.0,100.0,10.0
2976,769,Grad Rate -Female,53.0,96.36,55.0
2981,769,Grad Rate -Male,51.0,100.0,51.0
2984,769,Grad Rate -Not Economically Disadvantaged,94.0,97.9,96.0
2986,769,Grad Rate -Students Without Disability,99.0,100.0,99.0
2987,769,Grad Rate -White,99.0,98.02,101.0
2988,771,Grad Rate -ALL Students,114.0,95.8,119.0
2992,771,Grad Rate -Black,23.0,100.0,23.0
2993,771,Grad Rate -Economically Disadvantaged,55.0,93.22,59.0
2994,771,Grad Rate -Female,56.0,98.25,57.0
2996,771,Grad Rate -Hispanic,13.0,100.0,13.0
2999,771,Grad Rate -Male,58.0,93.55,62.0
3002,771,Grad Rate -Not Economically Disadvantaged,59.0,98.3,60.0
3004,771,Grad Rate -Students Without Disability,105.0,98.1,107.0
3005,771,Grad Rate -White,75.0,93.75,80.0
3006,772,Grad Rate -ALL Students,358.0,74.05,438.6666666666667
3009,772,Grad Rate -Asian/Pacific Islander,15.5,100.0,15.5
3010,772,Grad Rate -Black,34.0,91.465,37.5
3011,772,Grad Rate -Economically Disadvantaged,210.66666666666666,71.8,276.0
3012,772,Grad Rate -Female,188.66666666666666,78.07333333333334,218.66666666666666
3014,772,Grad Rate -Hispanic,234.66666666666666,72.45333333333333,297.3333333333333
3015,772,Grad Rate -Homeless,34.5,73.24,52.0
3016,772,Grad Rate -Limited English Proficient,40.666666666666664,63.39666666666667,69.33333333333333
3017,772,Grad Rate -Male,169.33333333333334,70.73333333333333,220.0
3020,772,Grad Rate -Not Economically Disadvantaged,147.33333333333334,76.10000000000001,162.66666666666666
3021,772,Grad Rate -Students With Disability,26.0,72.61,36.5
3022,772,Grad Rate -Students Without Disability,338.6666666666667,74.83333333333333,409.6666666666667
3023,772,Grad Rate -White,82.0,77.33,92.0
3024,773,Grad Rate -ALL Students,316.0,95.18,332.0
3028,773,Grad Rate -Black,93.0,93.94,99.0
3029,773,Grad Rate -Economically Disadvantaged,40.0,85.11,47.0
3030,773,Grad Rate -Female,168.0,96.55,174.0
3032,773,Grad Rate -Hispanic,21.0,100.0,21.0
3035,773,Grad Rate -Male,148.0,93.67,158.0
3037,773,Grad Rate -Multi-Racial,16.0,88.89,18.0
3038,773,Grad Rate -Not Economically Disadvantaged,276.0,96.8,285.0
3039,773,Grad Rate -Students With Disability,32.0,84.21,38.0
3040,773,Grad Rate -Students Without Disability,284.0,96.6,294.0
3041,773,Grad Rate -White,176.0,96.17,183.0
3042,774,Grad Rate -ALL Students,111.33333333333333,86.25333333333333,125.33333333333333
3046,774,Grad Rate -Black,97.33333333333333,87.51666666666667,108.0
3047,774,Grad Rate -Economically Disadvantaged,111.33333333333333,86.25333333333333,125.33333333333333
3048,774,Grad Rate -Female,56.666666666666664,89.54,61.333333333333336
3051,774,Grad Rate -Homeless,36.5,95.10499999999999,38.5
3053,774,Grad Rate -Male,54.666666666666664,83.43,64.0
